CLOSE,DRIZZLE,80,9,COOL,CLEAR,survives
OVERLAP,DRIZZLE,99,3,COOL,FOG,survives
CLOSE,DRIZZLE,83,3,COOL,CLEAR,survives
OVERLAP,DRIZZLE,96,7,COOL,SUNNY,survives
CLOSE,DRIZZLE,88,5,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,70,13,COOL,CLEAR,survives
CLOSE,DRIZZLE,89,7,COOL,SUNNY,survives
CLOSE,DRIZZLE,90,6,COOL,CLEAR,survives
CLOSE,DRIZZLE,82,11,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,14,COOL,CLEAR,survives
OVERLAP,DRIZZLE,88,9,COOL,SUNNY,survives
OVERLAP,DRIZZLE,99,11,COOL,FOG,survives
CLOSE,DRIZZLE,83,5,COOL,CLEAR,survives
CLOSE,DRIZZLE,99,5,COOL,DARK,survives
CLOSE,DRIZZLE,75,15,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,53,16,COOL,CLEAR,survives
CLOSE,DRIZZLE,72,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,59,17,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,74,13,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,11,COOL,CLEAR,survives
CLOSE,DRIZZLE,79,4,COOL,SUNNY,survives
CLOSE,DRIZZLE,79,4,COOL,SUNNY,survives
CLOSE,DRIZZLE,73,11,COOL,SUNNY,survives
CLOSE,DRIZZLE,73,15,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,2,WARM,SUNNY,survives
CLOSE,DRIZZLE,93,5,COOL,SUNNY,survives
CLOSE,DRIZZLE,87,12,COOL,SUNNY,survives
OVERLAP,DRIZZLE,99,4,COOL,SUNNY,survives
CLOSE,DRIZZLE,87,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,96,5,COOL,DARK,survives
CLOSE,DRIZZLE,80,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,71,3,FREEZE,SUNNY,survives
CLOSE,DRIZZLE,65,33,COLD,MOONLIGHT,survives
CLOSE,DRIZZLE,88,13,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,99,8,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,91,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,80,11,COOL,CLEAR,survives
CLOSE,DRIZZLE,93,8,COOL,CLEAR,survives
CLOSE,DRIZZLE,95,5,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,83,12,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,94,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,84,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,83,13,COLD,CLEAR,survives
CLOSE,DRIZZLE,87,3,COOL,CLEAR,survives
CLOSE,DRIZZLE,83,19,COLD,CLEAR,survives
OVERLAP,DRIZZLE,93,6,COLD,SUNNY,survives
CLOSE,DRIZZLE,84,10,COLD,CLEAR,survives
CLOSE,DRIZZLE,70,19,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,99,4,COLD,FOG,survives
OVERLAP,DRIZZLE,98,5,COLD,FOG,survives
OVERLAP,DRIZZLE,95,1,COOL,SUNNY,survives
CLOSE,DRIZZLE,79,11,COOL,CLEAR,survives
OVERLAP,DRIZZLE,99,5,COOL,SUNNY,survives
CLOSE,DRIZZLE,99,4,COOL,SUNNY,survives
OVERLAP,DRIZZLE,91,4,COOL,SUNNY,survives
OVERLAP,DRIZZLE,96,8,COOL,SUNNY,survives
OVERLAP,DRIZZLE,100,3,COLD,FOG,survives
CLOSE,DRIZZLE,77,18,COOL,CLEAR,survives
CLOSE,DRIZZLE,88,28,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,79,28,COLD,DARK,survives
CLOSE,FLOOD,81,16,FREEZE,CLEAR,survives
OVERLAP,DRIZZLE,93,2,COLD,FOG,survives
CLOSE,FLOOD,70,12,FREEZE,CLEAR,survives
0,DRIZZLE,100,0,COLD,FOG,survives
0,DRIZZLE,100,3,FREEZE,FOG,survives
OVERLAP,DRIZZLE,92,6,COLD,FOG,survives
CLOSE,DRIZZLE,89,16,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,94,14,COLD,SUNNY,survives
0,DRIZZLE,100,1,COLD,FOG,survives
CLOSE,DRIZZLE,87,13,COOL,DARK,survives
CLOSE,DRIZZLE,90,20,COOL,SUNNY,survives
OVERLAP,DRIZZLE,93,9,COLD,DARK,survives
OVERLAP,DRIZZLE,93,11,COLD,SUNNY,survives
CLOSE,DRIZZLE,70,25,COLD,CLEAR,survives
OVERLAP,DRIZZLE,89,13,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,80,10,COLD,CLEAR,survives
OVERLAP,DRIZZLE,82,11,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,84,13,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,95,3,COOL,SUNNY,survives
CLOSE,DRIZZLE,77,14,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,22,COLD,CLEAR,survives
CLOSE,DRIZZLE,77,5,COLD,DARK,survives
CLOSE,DRIZZLE,85,3,FREEZE,MOONLIGHT,survives
CLOSE,DRIZZLE,65,24,COLD,CLEAR,survives
CLOSE,DRIZZLE,82,15,COLD,DARK,survives
CLOSE,DRIZZLE,85,1,COOL,SUNNY,survives
CLOSE,DRIZZLE,87,7,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,92,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,72,14,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,77,8,COOL,SUNNY,survives
CLOSE,DRIZZLE,66,4,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,83,23,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,94,10,COOL,DARK,survives
CLOSE,DRIZZLE,75,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,92,13,COOL,DARK,survives
CLOSE,DRIZZLE,77,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,72,21,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,77,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,79,15,COOL,CLEAR,survives
CLOSE,DRIZZLE,69,19,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,66,10,WARM,MOONLIGHT,survives
CLOSE,DRIZZLE,67,2,COOL,CLEAR,survives
CLOSE,DRIZZLE,84,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,77,1,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,79,11,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,70,19,COOL,DARK,survives
CLOSE,DRIZZLE,82,12,COOL,CLEAR,survives
CLOSE,DRIZZLE,75,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,74,7,COOL,CLEAR,survives
CLOSE,DRIZZLE,88,16,COOL,DARK,survives
CLOSE,DRIZZLE,61,4,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,72,9,COOL,CLEAR,survives
CLOSE,DRIZZLE,92,4,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,74,14,COOL,CLEAR,survives
CLOSE,DRIZZLE,78,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,13,COOL,DARK,survives
CLOSE,FLOOD,75,22,FREEZE,MOONLIGHT,survives
CLOSE,FLOOD,68,17,FREEZE,SUNNY,survives
CLOSE,FLOOD,75,23,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,92,11,FREEZE,DARK,survives
OVERLAP,DRIZZLE,92,8,COLD,DARK,survives
CLOSE,DRIZZLE,70,35,COLD,MOONLIGHT,survives
CLOSE,DRIZZLE,67,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,76,27,COOL,CLEAR,survives
CLOSE,FLOOD,92,8,FREEZE,SUNNY,survives
CLOSE,DRIZZLE,87,11,COOL,CLEAR,survives
CLOSE,DRIZZLE,81,13,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,4,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,86,9,COLD,SUNNY,survives
CLOSE,DRIZZLE,70,29,COLD,CLEAR,survives
CLOSE,DRIZZLE,63,14,FREEZE,CLEAR,survives
OVERLAP,DRIZZLE,85,33,COLD,DARK,survives
CLOSE,DRIZZLE,78,13,COOL,DARK,survives
CLOSE,DRIZZLE,79,16,COLD,CLEAR,survives
OVERLAP,DRIZZLE,89,12,COLD,SUNNY,survives
CLOSE,FLOOD,85,3,FREEZE,SUNNY,survives
OVERLAP,DRIZZLE,89,2,COLD,SUNNY,survives
CLOSE,DRIZZLE,89,5,COLD,MOONLIGHT,survives
OVERLAP,DRIZZLE,89,8,COLD,FOG,survives
OVERLAP,DRIZZLE,85,2,FREEZE,FOG,survives
CLOSE,DRIZZLE,82,8,0,SUNNY,survives
OVERLAP,FLOOD,88,17,FREEZE,DARK,survives
0,FLOOD,89,38,FREEZE,FOG,survives
OVERLAP,DRIZZLE,92,20,COLD,DARK,survives
OVERLAP,DRIZZLE,89,17,COLD,DARK,survives
CLOSE,DRIZZLE,82,17,COLD,MOONLIGHT,survives
OVERLAP,FLOOD,88,14,FREEZE,SUNNY,survives
CLOSE,DRIZZLE,68,12,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,73,15,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,93,13,COOL,DARK,survives
CLOSE,DRIZZLE,72,7,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,20,COOL,CLEAR,survives
OVERLAP,DRIZZLE,96,5,COOL,DARK,survives
CLOSE,DRIZZLE,87,17,COOL,CLEAR,survives
CLOSE,DRIZZLE,82,1,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,70,8,WARM,CLEAR,survives
CLOSE,DRIZZLE,77,9,WARM,MOONLIGHT,survives
CLOSE,DRIZZLE,74,11,WARM,SUNNY,survives
CLOSE,DRIZZLE,78,12,WARM,CLEAR,survives
CLOSE,DRIZZLE,79,5,WARM,SUNNY,survives
CLOSE,DRIZZLE,86,12,WARM,CLEAR,survives
CLOSE,DRIZZLE,77,13,WARM,MOONLIGHT,survives
CLOSE,DRIZZLE,69,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,80,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,69,7,WARM,CLEAR,survives
CLOSE,DRIZZLE,93,24,COOL,DARK,survives
CLOSE,DRIZZLE,65,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,69,3,WARM,CLEAR,survives
CLOSE,DRIZZLE,66,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,72,5,COOL,CLEAR,survives
CLOSE,DRIZZLE,79,5,COOL,CLEAR,survives
CLOSE,DRIZZLE,73,5,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,66,13,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,78,5,COOL,CLEAR,survives
CLOSE,DRIZZLE,99,5,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,94,8,COOL,DARK,survives
CLOSE,DRIZZLE,77,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,77,4,WARM,CLEAR,survives
CLOSE,DRIZZLE,63,8,WARM,CLEAR,survives
CLOSE,DRIZZLE,64,10,WARM,SUNNY,survives
CLOSE,DRIZZLE,71,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,66,8,WARM,SUNNY,survives
CLOSE,DRIZZLE,58,3,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,84,1,WARM,SUNNY,survives
CLOSE,DRIZZLE,87,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,96,6,COOL,DARK,survives
CLOSE,DRIZZLE,66,5,WARM,CLEAR,survives
CLOSE,DRIZZLE,63,3,WARM,SUNNY,survives
CLOSE,DRIZZLE,64,4,WARM,MOONLIGHT,survives
CLOSE,DRIZZLE,76,7,WARM,SUNNY,survives
CLOSE,DRIZZLE,75,8,WARM,CLEAR,survives
CLOSE,DRIZZLE,78,3,WARM,SUNNY,survives
CLOSE,DRIZZLE,85,2,COOL,CLEAR,survives
CLOSE,DRIZZLE,70,6,WARM,SUNNY,survives
CLOSE,DRIZZLE,68,3,WARM,SUNNY,survives
CLOSE,DRIZZLE,53,1,WARM,SUNNY,survives
CLOSE,DRIZZLE,96,10,COOL,DARK,survives
CLOSE,DRIZZLE,58,8,WARM,SUNNY,survives
CLOSE,DRIZZLE,58,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,61,15,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,50,12,COOL,CLEAR,survives
CLOSE,DRIZZLE,56,21,WARM,MOONLIGHT,survives
CLOSE,DRIZZLE,79,4,WARM,CLEAR,survives
CLOSE,DRIZZLE,75,11,WARM,CLEAR,survives
CLOSE,DRIZZLE,64,1,WARM,CLEAR,survives
CLOSE,DRIZZLE,74,8,WARM,SUNNY,survives
CLOSE,DRIZZLE,72,1,WARM,SUNNY,survives
CLOSE,DRIZZLE,89,8,COOL,DARK,survives
OVERLAP,FLOOD,92,8,FREEZE,CLEAR,survives
OVERLAP,FLOOD,99,4,FREEZE,SUNNY,survives
0,DRIZZLE,92,7,COLD,FOG,survives
OVERLAP,DRIZZLE,96,8,COLD,FOG,survives
OVERLAP,DRIZZLE,92,11,COLD,FOG,survives
OVERLAP,DRIZZLE,92,3,COLD,DARK,survives
OVERLAP,FLOOD,92,11,0,DARK,survives
CLOSE,FLOOD,76,10,FREEZE,MOONLIGHT,survives
CLOSE,DRIZZLE,92,5,COLD,MOONLIGHT,survives
CLOSE,FLOOD,81,9,FREEZE,CLEAR,survives
OVERLAP,FLOOD,84,0,FREEZE,FOG,survives
OVERLAP,FLOOD,87,3,FREEZE,SUNNY,survives
CLOSE,FLOOD,74,8,FREEZE,CLEAR,survives
OVERLAP,FLOOD,87,3,FREEZE,SUNNY,survives
CLOSE,FLOOD,83,5,FREEZE,SUNNY,survives
CLOSE,FLOOD,48,23,FREEZE,CLEAR,survives
CLOSE,DRIZZLE,92,8,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,96,10,FREEZE,SUNNY,survives
CLOSE,FLOOD,84,1,FREEZE,DARK,survives
CLOSE,DRIZZLE,77,25,COLD,DARK,survives
CLOSE,FLOOD,82,29,0,CLEAR,survives
OVERLAP,DRIZZLE,92,13,COLD,DARK,survives
OVERLAP,FLOOD,91,11,FREEZE,DARK,survives
CLOSE,FLOOD,83,3,FREEZE,DARK,survives
OVERLAP,FLOOD,92,5,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,86,9,0,MOONLIGHT,survives
OVERLAP,FLOOD,92,8,FREEZE,FOG,survives
OVERLAP,FLOOD,88,3,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,96,5,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,88,3,FREEZE,MOONLIGHT,survives
CLOSE,DRIZZLE,80,23,COLD,MOONLIGHT,survives
OVERLAP,FLOOD,100,10,FREEZE,FOG,survives
OVERLAP,FLOOD,92,8,FREEZE,DARK,survives
CLOSE,FLOOD,81,4,FREEZE,SUNNY,survives
CLOSE,FLOOD,77,16,FREEZE,CLEAR,survives
OVERLAP,FLOOD,100,5,FREEZE,FOG,survives
OVERLAP,FLOOD,78,9,FREEZE,DARK,survives
OVERLAP,FLOOD,79,3,FREEZE,DARK,survives
CLOSE,FLOOD,79,16,FREEZE,DARK,survives
CLOSE,FLOOD,72,20,FREEZE,MOONLIGHT,survives
CLOSE,DRIZZLE,92,11,FREEZE,MOONLIGHT,survives
CLOSE,DRIZZLE,92,3,COLD,DARK,survives
CLOSE,DRIZZLE,84,22,COLD,DARK,survives
CLOSE,DRIZZLE,86,4,0,SUNNY,survives
OVERLAP,DRIZZLE,99,5,COLD,FOG,survives
CLOSE,DRIZZLE,87,13,COLD,MOONLIGHT,survives
CLOSE,DRIZZLE,88,16,COLD,MOONLIGHT,survives
OVERLAP,FLOOD,92,5,FREEZE,FOG,survives
CLOSE,DRIZZLE,82,14,COLD,CLEAR,survives
CLOSE,DRIZZLE,96,16,COLD,CLEAR,survives
OVERLAP,DRIZZLE,100,17,COLD,DARK,survives
OVERLAP,DRIZZLE,92,20,FREEZE,FOG,survives
0,FLOOD,92,8,FREEZE,FOG,survives
OVERLAP,FLOOD,95,4,FREEZE,MOONLIGHT,survives
CLOSE,FLOOD,85,10,FREEZE,MOONLIGHT,survives
OVERLAP,FLOOD,85,13,FREEZE,SUNNY,survives
OVERLAP,FLOOD,99,8,FREEZE,FOG,survives
0,FLOOD,100,7,FREEZE,FOG,survives
OVERLAP,FLOOD,88,2,FREEZE,FOG,survives
CLOSE,DRIZZLE,80,20,COLD,CLEAR,survives
CLOSE,DRIZZLE,93,13,COLD,SUNNY,survives
CLOSE,DRIZZLE,93,5,COLD,SUNNY,survives
OVERLAP,DRIZZLE,100,20,COLD,FOG,survives
OVERLAP,DRIZZLE,100,4,COLD,FOG,survives
CLOSE,DRIZZLE,79,13,COLD,MOONLIGHT,survives
OVERLAP,FLOOD,93,9,FREEZE,SUNNY,survives
OVERLAP,FLOOD,92,3,FREEZE,FOG,survives
0,FLOOD,100,4,FREEZE,FOG,survives
OVERLAP,FLOOD,99,8,FREEZE,DARK,survives
0,FLOOD,98,3,FREEZE,FOG,survives
CLOSE,FLOOD,84,7,FREEZE,MOONLIGHT,survives
CLOSE,FLOOD,92,5,FREEZE,SUNNY,survives
OVERLAP,DRIZZLE,98,6,COLD,FOG,survives
OVERLAP,DRIZZLE,94,0,COLD,FOG,survives
OVERLAP,FLOOD,94,14,FREEZE,FOG,survives
OVERLAP,DRIZZLE,99,3,FREEZE,MOONLIGHT,survives
OVERLAP,DRIZZLE,92,9,0,FOG,survives
CLOSE,DRIZZLE,76,17,FREEZE,MOONLIGHT,survives
OVERLAP,DRIZZLE,93,8,COLD,MOONLIGHT,survives
CLOSE,DRIZZLE,85,20,COLD,DARK,survives
OVERLAP,DRIZZLE,93,14,FREEZE,DARK,survives
0,FLOOD,100,8,FREEZE,FOG,survives
0,FLOOD,100,0,FREEZE,FOG,survives
0,FLOOD,100,3,FREEZE,FOG,survives
OVERLAP,FLOOD,100,14,FREEZE,FOG,survives
0,FLOOD,93,11,FREEZE,FOG,survives
0,DRIZZLE,100,11,FREEZE,FOG,survives
OVERLAP,DRIZZLE,92,4,FREEZE,FOG,survives
OVERLAP,DRIZZLE,99,3,COLD,FOG,survives
OVERLAP,DRIZZLE,100,4,COLD,FOG,survives
CLOSE,DRIZZLE,89,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,94,10,COOL,DARK,survives
CLOSE,DRIZZLE,89,5,COOL,CLEAR,survives
CLOSE,DRIZZLE,80,9,COOL,CLEAR,survives
CLOSE,DRIZZLE,93,3,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,93,7,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,78,17,COOL,SUNNY,survives
CLOSE,DRIZZLE,93,9,COOL,DARK,survives
CLOSE,DRIZZLE,90,3,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,93,10,COOL,DARK,survives
CLOSE,DRIZZLE,94,15,COOL,DARK,survives
CLOSE,DRIZZLE,79,8,COOL,CLEAR,survives
CLOSE,DRIZZLE,93,8,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,76,11,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,80,2,COOL,CLEAR,survives
CLOSE,DRIZZLE,81,14,COOL,CLEAR,survives
CLOSE,DRIZZLE,75,11,COOL,CLEAR,survives
CLOSE,DRIZZLE,83,11,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,75,1,WARM,SUNNY,survives
CLOSE,DRIZZLE,92,10,COOL,DARK,survives
CLOSE,DRIZZLE,74,8,WARM,SUNNY,survives
CLOSE,DRIZZLE,81,14,WARM,CLEAR,survives
CLOSE,DRIZZLE,70,15,COOL,CLEAR,survives
CLOSE,DRIZZLE,78,9,COOL,CLEAR,survives
CLOSE,DRIZZLE,85,7,COOL,CLEAR,survives
OVERLAP,DRIZZLE,93,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,96,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,72,7,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,16,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,87,9,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,70,3,WARM,CLEAR,survives
CLOSE,DRIZZLE,79,12,COLD,SUNNY,survives
OVERLAP,DRIZZLE,82,0,COLD,SUNNY,survives
CLOSE,DRIZZLE,84,18,COLD,MOONLIGHT,survives
OVERLAP,DRIZZLE,93,14,COLD,DARK,survives
OVERLAP,DRIZZLE,93,9,COLD,SUNNY,survives
CLOSE,DRIZZLE,89,27,COOL,DARK,survives
CLOSE,DRIZZLE,66,7,COOL,MOONLIGHT,survives
OVERLAP,DRIZZLE,100,1,COOL,SUNNY,survives
CLOSE,DRIZZLE,67,23,COOL,CLEAR,survives
CLOSE,DRIZZLE,74,11,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,74,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,74,7,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,78,9,COOL,CLEAR,survives
CLOSE,DRIZZLE,82,3,COOL,SUNNY,survives
CLOSE,DRIZZLE,84,2,COOL,CLEAR,survives
OVERLAP,DRIZZLE,93,3,COOL,FOG,survives
OVERLAP,DRIZZLE,96,8,COOL,FOG,survives
OVERLAP,DRIZZLE,98,3,COOL,FOG,survives
CLOSE,DRIZZLE,84,8,COOL,CLEAR,survives
CLOSE,DRIZZLE,82,12,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,81,2,COOL,CLEAR,survives
CLOSE,DRIZZLE,75,12,COOL,CLEAR,survives
CLOSE,DRIZZLE,77,14,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,84,16,COOL,CLEAR,survives
CLOSE,DRIZZLE,87,10,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,76,17,COLD,DARK,survives
CLOSE,DRIZZLE,93,31,COLD,MOONLIGHT,survives
CLOSE,DRIZZLE,82,10,COOL,CLEAR,survives
CLOSE,DRIZZLE,78,14,COOL,MOONLIGHT,survives
CLOSE,DRIZZLE,82,11,COOL,CLEAR,survives
